Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
1.122E+00 0.7379  0.4547 1.615E-22 2.353E+03
1.128E+00 0.7366  0.4525 1.596E-22 2.338E+03
1.135E+00 0.7354  0.4503 1.578E-22 2.323E+03
1.142E+00 0.7341  0.4480 1.560E-22 2.307E+03
1.148E+00 0.7328  0.4458 1.543E-22 2.293E+03
1.155E+00 0.7314  0.4435 1.526E-22 2.278E+03
1.161E+00 0.7301  0.4412 1.509E-22 2.264E+03
1.168E+00 0.7287  0.4388 1.492E-22 2.250E+03
1.175E+00 0.7273  0.4364 1.475E-22 2.236E+03
1.182E+00 0.7259  0.4340 1.458E-22 2.223E+03
1.189E+00 0.7245  0.4315 1.442E-22 2.208E+03
1.195E+00 0.7231  0.4291 1.425E-22 2.194E+03
1.202E+00 0.7218  0.4266 1.409E-22 2.180E+03
1.209E+00 0.7204  0.4241 1.393E-22 2.165E+03
1.216E+00 0.7190  0.4216 1.376E-22 2.151E+03
1.223E+00 0.7176  0.4191 1.361E-22 2.137E+03
1.230E+00 0.7162  0.4166 1.345E-22 2.123E+03
1.237E+00 0.7148  0.4141 1.330E-22 2.109E+03
1.245E+00 0.7134  0.4116 1.315E-22 2.095E+03
1.252E+00 0.7121  0.4091 1.300E-22 2.081E+03
1.259E+00 0.7108  0.4067 1.285E-22 2.067E+03
1.266E+00 0.7094  0.4042 1.271E-22 2.054E+03
1.274E+00 0.7081  0.4018 1.257E-22 2.041E+03
1.281E+00 0.7068  0.3993 1.244E-22 2.028E+03
1.288E+00 0.7054  0.3969 1.231E-22 2.016E+03
1.296E+00 0.7040  0.3945 1.218E-22 2.004E+03
1.303E+00 0.7026  0.3920 1.205E-22 1.992E+03
1.311E+00 0.7011  0.3896 1.192E-22 1.981E+03
1.318E+00 0.6997  0.3871 1.179E-22 1.969E+03
1.326E+00 0.6982  0.3846 1.166E-22 1.957E+03
1.334E+00 0.6968  0.3822 1.153E-22 1.944E+03
1.341E+00 0.6954  0.3798 1.141E-22 1.932E+03
1.349E+00 0.6939  0.3775 1.128E-22 1.920E+03
1.357E+00 0.6925  0.3752 1.116E-22 1.908E+03
1.365E+00 0.6911  0.3729 1.104E-22 1.896E+03
1.372E+00 0.6897  0.3707 1.092E-22 1.884E+03
1.380E+00 0.6883  0.3685 1.080E-22 1.873E+03
1.388E+00 0.6870  0.3663 1.069E-22 1.861E+03
1.396E+00 0.6857  0.3643 1.058E-22 1.849E+03
1.404E+00 0.6844  0.3623 1.047E-22 1.837E+03
1.413E+00 0.6832  0.3603 1.036E-22 1.826E+03
1.421E+00 0.6819  0.3584 1.026E-22 1.815E+03
1.429E+00 0.6805  0.3565 1.016E-22 1.805E+03
1.437E+00 0.6792  0.3546 1.006E-22 1.795E+03
1.445E+00 0.6778  0.3528 9.965E-23 1.785E+03
1.454E+00 0.6764  0.3509 9.868E-23 1.775E+03
1.462E+00 0.6750  0.3491 9.771E-23 1.766E+03
1.471E+00 0.6736  0.3473 9.673E-23 1.756E+03
1.479E+00 0.6722  0.3455 9.575E-23 1.746E+03
1.488E+00 0.6707  0.3437 9.478E-23 1.735E+03
1.496E+00 0.6693  0.3421 9.381E-23 1.725E+03
1.505E+00 0.6679  0.3405 9.286E-23 1.715E+03
1.514E+00 0.6665  0.3389 9.193E-23 1.705E+03
1.522E+00 0.6651  0.3374 9.102E-23 1.695E+03
1.531E+00 0.6638  0.3360 9.013E-23 1.685E+03
1.540E+00 0.6625  0.3346 8.925E-23 1.675E+03
1.549E+00 0.6612  0.3333 8.839E-23 1.665E+03
1.558E+00 0.6600  0.3320 8.754E-23 1.655E+03
1.567E+00 0.6588  0.3309 8.672E-23 1.645E+03
1.576E+00 0.6576  0.3298 8.592E-23 1.636E+03
1.585E+00 0.6564  0.3288 8.514E-23 1.627E+03
1.594E+00 0.6551  0.3277 8.439E-23 1.618E+03
1.603E+00 0.6538  0.3267 8.365E-23 1.610E+03
1.613E+00 0.6526  0.3256 8.292E-23 1.602E+03
1.622E+00 0.6512  0.3246 8.217E-23 1.594E+03
1.631E+00 0.6499  0.3235 8.142E-23 1.585E+03
1.641E+00 0.6485  0.3224 8.066E-23 1.577E+03
1.650E+00 0.6471  0.3214 7.990E-23 1.568E+03
1.660E+00 0.6458  0.3204 7.914E-23 1.559E+03
1.669E+00 0.6444  0.3195 7.839E-23 1.550E+03
1.679E+00 0.6431  0.3187 7.765E-23 1.541E+03
1.688E+00 0.6418  0.3179 7.694E-23 1.533E+03
1.698E+00 0.6405  0.3172 7.624E-23 1.524E+03
1.708E+00 0.6392  0.3165 7.555E-23 1.515E+03
1.718E+00 0.6381  0.3159 7.487E-23 1.507E+03
1.728E+00 0.6370  0.3153 7.420E-23 1.498E+03
1.738E+00 0.6359  0.3149 7.355E-23 1.489E+03
1.748E+00 0.6348  0.3145 7.292E-23 1.481E+03
1.758E+00 0.6338  0.3142 7.231E-23 1.473E+03
1.768E+00 0.6327  0.3138 7.173E-23 1.465E+03
1.778E+00 0.6316  0.3135 7.116E-23 1.458E+03
1.789E+00 0.6304  0.3132 7.060E-23 1.451E+03
1.799E+00 0.6293  0.3127 7.004E-23 1.444E+03
1.809E+00 0.6280  0.3123 6.946E-23 1.437E+03
1.820E+00 0.6267  0.3118 6.888E-23 1.430E+03
1.830E+00 0.6254  0.3113 6.828E-23 1.422E+03
1.841E+00 0.6241  0.3108 6.768E-23 1.415E+03
1.851E+00 0.6228  0.3104 6.708E-23 1.407E+03
1.862E+00 0.6216  0.3101 6.650E-23 1.399E+03
1.873E+00 0.6203  0.3099 6.593E-23 1.392E+03
1.884E+00 0.6191  0.3096 6.538E-23 1.385E+03
1.895E+00 0.6180  0.3094 6.483E-23 1.377E+03
1.905E+00 0.6169  0.3092 6.430E-23 1.370E+03
1.916E+00 0.6159  0.3091 6.377E-23 1.362E+03
1.928E+00 0.6149  0.3091 6.325E-23 1.354E+03
1.939E+00 0.6140  0.3092 6.275E-23 1.347E+03
1.950E+00 0.6132  0.3093 6.227E-23 1.339E+03
1.961E+00 0.6123  0.3095 6.181E-23 1.333E+03
1.972E+00 0.6114  0.3096 6.137E-23 1.326E+03
1.984E+00 0.6104  0.3097 6.094E-23 1.320E+03
1.995E+00 0.6095  0.3097 6.051E-23 1.314E+03
2.007E+00 0.6085  0.3096 6.008E-23 1.308E+03
2.018E+00 0.6074  0.3095 5.963E-23 1.302E+03
2.030E+00 0.6062  0.3093 5.917E-23 1.295E+03
2.042E+00 0.6051  0.3091 5.869E-23 1.289E+03
2.054E+00 0.6039  0.3090 5.821E-23 1.282E+03
2.065E+00 0.6028  0.3089 5.774E-23 1.275E+03
2.077E+00 0.6018  0.3089 5.728E-23 1.268E+03
2.089E+00 0.6007  0.3089 5.684E-23 1.262E+03
2.101E+00 0.5997  0.3090 5.641E-23 1.256E+03
2.113E+00 0.5987  0.3090 5.598E-23 1.249E+03
2.126E+00 0.5979  0.3091 5.556E-23 1.242E+03
2.138E+00 0.5971  0.3093 5.515E-23 1.236E+03
2.150E+00 0.5964  0.3095 5.475E-23 1.229E+03
2.163E+00 0.5958  0.3099 5.436E-23 1.222E+03
2.175E+00 0.5951  0.3103 5.399E-23 1.215E+03
2.188E+00 0.5945  0.3106 5.364E-23 1.209E+03
2.200E+00 0.5938  0.3110 5.331E-23 1.204E+03
2.213E+00 0.5932  0.3112 5.298E-23 1.199E+03
2.226E+00 0.5924  0.3113 5.265E-23 1.193E+03
2.239E+00 0.5916  0.3113 5.231E-23 1.188E+03
2.252E+00 0.5907  0.3112 5.195E-23 1.182E+03
2.265E+00 0.5897  0.3111 5.158E-23 1.177E+03
2.278E+00 0.5887  0.3111 5.119E-23 1.171E+03
2.291E+00 0.5878  0.3111 5.081E-23 1.165E+03
2.304E+00 0.5869  0.3111 5.043E-23 1.159E+03
2.317E+00 0.5860  0.3112 5.007E-23 1.153E+03
2.331E+00 0.5851  0.3113 4.972E-23 1.147E+03
2.344E+00 0.5843  0.3114 4.937E-23 1.141E+03
2.358E+00 0.5836  0.3116 4.903E-23 1.135E+03
2.371E+00 0.5829  0.3117 4.870E-23 1.129E+03
2.385E+00 0.5824  0.3120 4.837E-23 1.123E+03
2.399E+00 0.5819  0.3123 4.805E-23 1.117E+03
2.413E+00 0.5815  0.3128 4.774E-23 1.111E+03
2.427E+00 0.5811  0.3132 4.745E-23 1.105E+03
2.441E+00 0.5807  0.3136 4.719E-23 1.100E+03
2.455E+00 0.5803  0.3140 4.693E-23 1.095E+03
2.469E+00 0.5799  0.3142 4.667E-23 1.090E+03
2.483E+00 0.5794  0.3142 4.641E-23 1.085E+03
2.497E+00 0.5788  0.3142 4.614E-23 1.081E+03
2.512E+00 0.5780  0.3140 4.585E-23 1.076E+03
2.526E+00 0.5772  0.3139 4.554E-23 1.071E+03
2.541E+00 0.5764  0.3138 4.523E-23 1.065E+03
2.556E+00 0.5756  0.3137 4.492E-23 1.060E+03
2.570E+00 0.5749  0.3137 4.460E-23 1.054E+03
2.585E+00 0.5742  0.3138 4.431E-23 1.049E+03
2.600E+00 0.5735  0.3138 4.403E-23 1.044E+03
2.615E+00 0.5729  0.3139 4.375E-23 1.039E+03
2.630E+00 0.5724  0.3139 4.348E-23 1.034E+03
2.645E+00 0.5720  0.3140 4.321E-23 1.028E+03
2.661E+00 0.5717  0.3142 4.294E-23 1.023E+03
2.676E+00 0.5714  0.3146 4.267E-23 1.017E+03
2.692E+00 0.5712  0.3151 4.243E-23 1.012E+03
2.707E+00 0.5710  0.3154 4.220E-23 1.007E+03
2.723E+00 0.5708  0.3158 4.199E-23 1.002E+03
2.738E+00 0.5706  0.3160 4.179E-23 9.978E+02
2.754E+00 0.5703  0.3160 4.158E-23 9.935E+02
2.770E+00 0.5700  0.3160 4.137E-23 9.892E+02
2.786E+00 0.5695  0.3157 4.114E-23 9.850E+02
2.802E+00 0.5688  0.3155 4.090E-23 9.805E+02
2.818E+00 0.5682  0.3152 4.064E-23 9.759E+02
2.835E+00 0.5675  0.3150 4.038E-23 9.710E+02
2.851E+00 0.5669  0.3149 4.011E-23 9.660E+02
2.867E+00 0.5663  0.3148 3.986E-23 9.611E+02
2.884E+00 0.5658  0.3148 3.961E-23 9.565E+02
2.901E+00 0.5652  0.3147 3.938E-23 9.521E+02
2.917E+00 0.5647  0.3147 3.915E-23 9.474E+02
2.934E+00 0.5644  0.3147 3.891E-23 9.426E+02
2.951E+00 0.5642  0.3147 3.869E-23 9.376E+02
2.968E+00 0.5640  0.3148 3.847E-23 9.326E+02
2.985E+00 0.5639  0.3151 3.825E-23 9.277E+02
3.003E+00 0.5638  0.3155 3.805E-23 9.230E+02
3.020E+00 0.5637  0.3158 3.787E-23 9.186E+02
3.037E+00 0.5637  0.3160 3.770E-23 9.146E+02
3.055E+00 0.5636  0.3160 3.753E-23 9.107E+02
3.073E+00 0.5634  0.3160 3.736E-23 9.069E+02
3.090E+00 0.5631  0.3157 3.718E-23 9.031E+02
3.108E+00 0.5627  0.3153 3.698E-23 8.994E+02
3.126E+00 0.5621  0.3149 3.678E-23 8.955E+02
3.144E+00 0.5615  0.3146 3.656E-23 8.914E+02
3.162E+00 0.5617  0.3141 3.633E-23 8.853E+02
3.181E+00 0.5604  0.3140 3.611E-23 8.828E+02
3.199E+00 0.5598  0.3138 3.590E-23 8.786E+02
3.217E+00 0.5592  0.3137 3.570E-23 8.749E+02
3.236E+00 0.5587  0.3135 3.551E-23 8.713E+02
3.255E+00 0.5581  0.3134 3.532E-23 8.679E+02
3.273E+00 0.5573  0.3132 3.516E-23 8.655E+02
3.292E+00 0.5557  0.3132 3.506E-23 8.660E+02
3.311E+00 0.5560  0.3133 3.485E-23 8.604E+02
3.330E+00 0.5573  0.3135 3.459E-23 8.514E+02
3.350E+00 0.5578  0.3137 3.439E-23 8.457E+02
3.369E+00 0.5580  0.3139 3.423E-23 8.412E+02
3.388E+00 0.5581  0.3140 3.408E-23 8.373E+02
3.408E+00 0.5582  0.3139 3.393E-23 8.336E+02
3.428E+00 0.5581  0.3136 3.378E-23 8.300E+02
3.447E+00 0.5579  0.3132 3.362E-23 8.264E+02
3.467E+00 0.5575  0.3127 3.344E-23 8.228E+02
3.487E+00 0.5571  0.3122 3.325E-23 8.190E+02
3.508E+00 0.5566  0.3117 3.306E-23 8.150E+02
3.528E+00 0.5562  0.3114 3.286E-23 8.110E+02
3.548E+00 0.5558  0.3110 3.266E-23 8.068E+02
3.569E+00 0.5553  0.3107 3.247E-23 8.028E+02
3.589E+00 0.5550  0.3104 3.229E-23 7.991E+02
3.610E+00 0.5547  0.3102 3.212E-23 7.953E+02
3.631E+00 0.5545  0.3099 3.194E-23 7.914E+02
3.652E+00 0.5544  0.3097 3.177E-23 7.872E+02
3.673E+00 0.5543  0.3096 3.160E-23 7.831E+02
3.694E+00 0.5544  0.3097 3.143E-23 7.789E+02
3.715E+00 0.5544  0.3098 3.128E-23 7.749E+02
3.737E+00 0.5545  0.3100 3.113E-23 7.711E+02
3.758E+00 0.5546  0.3100 3.100E-23 7.677E+02
3.780E+00 0.5547  0.3100 3.087E-23 7.644E+02
3.802E+00 0.5547  0.3097 3.074E-23 7.611E+02
3.824E+00 0.5547  0.3093 3.061E-23 7.580E+02
3.846E+00 0.5544  0.3088 3.046E-23 7.548E+02
3.868E+00 0.5541  0.3082 3.031E-23 7.515E+02
3.890E+00 0.5537  0.3076 3.014E-23 7.480E+02
3.913E+00 0.5532  0.3071 2.996E-23 7.443E+02
3.936E+00 0.5528  0.3066 2.978E-23 7.406E+02
3.958E+00 0.5525  0.3062 2.961E-23 7.368E+02
3.981E+00 0.5521  0.3058 2.944E-23 7.333E+02
4.004E+00 0.5518  0.3054 2.929E-23 7.300E+02
4.027E+00 0.5515  0.3051 2.913E-23 7.265E+02
4.050E+00 0.5514  0.3047 2.898E-23 7.228E+02
4.074E+00 0.5514  0.3044 2.882E-23 7.190E+02
4.097E+00 0.5514  0.3043 2.867E-23 7.152E+02
4.121E+00 0.5515  0.3043 2.853E-23 7.114E+02
4.145E+00 0.5517  0.3044 2.839E-23 7.078E+02
4.169E+00 0.5518  0.3044 2.826E-23 7.043E+02
4.193E+00 0.5520  0.3044 2.814E-23 7.011E+02
4.217E+00 0.5521  0.3042 2.803E-23 6.980E+02
4.241E+00 0.5522  0.3038 2.791E-23 6.950E+02
4.266E+00 0.5521  0.3033 2.778E-23 6.920E+02
4.290E+00 0.5519  0.3026 2.765E-23 6.890E+02
4.315E+00 0.5516  0.3019 2.750E-23 6.858E+02
4.340E+00 0.5512  0.3013 2.735E-23 6.825E+02
4.365E+00 0.5509  0.3007 2.719E-23 6.790E+02
4.390E+00 0.5505  0.3002 2.703E-23 6.755E+02
4.416E+00 0.5502  0.2997 2.687E-23 6.720E+02
4.441E+00 0.5499  0.2992 2.672E-23 6.689E+02
4.467E+00 0.5496  0.2988 2.658E-23 6.657E+02
4.493E+00 0.5494  0.2984 2.644E-23 6.625E+02
4.519E+00 0.5493  0.2980 2.630E-23 6.591E+02
4.545E+00 0.5493  0.2977 2.616E-23 6.557E+02
4.571E+00 0.5494  0.2976 2.603E-23 6.523E+02
4.597E+00 0.5495  0.2976 2.590E-23 6.489E+02
4.624E+00 0.5496  0.2976 2.578E-23 6.458E+02
4.651E+00 0.5497  0.2975 2.567E-23 6.428E+02
4.677E+00 0.5497  0.2974 2.557E-23 6.401E+02
4.704E+00 0.5497  0.2971 2.546E-23 6.375E+02
4.732E+00 0.5497  0.2966 2.535E-23 6.349E+02
4.759E+00 0.5495  0.2959 2.524E-23 6.323E+02
4.786E+00 0.5491  0.2952 2.512E-23 6.297E+02
4.814E+00 0.5487  0.2945 2.498E-23 6.270E+02
4.842E+00 0.5483  0.2938 2.485E-23 6.241E+02
4.870E+00 0.5478  0.2932 2.470E-23 6.211E+02
4.898E+00 0.5474  0.2926 2.456E-23 6.182E+02
4.926E+00 0.5470  0.2921 2.443E-23 6.154E+02
4.955E+00 0.5465  0.2916 2.430E-23 6.128E+02
4.983E+00 0.5462  0.2911 2.418E-23 6.101E+02
5.012E+00 0.5460  0.2907 2.406E-23 6.073E+02
5.041E+00 0.5458  0.2903 2.393E-23 6.044E+02
5.070E+00 0.5458  0.2900 2.381E-23 6.015E+02
5.099E+00 0.5457  0.2899 2.370E-23 5.987E+02
5.129E+00 0.5457  0.2898 2.359E-23 5.960E+02
5.158E+00 0.5456  0.2897 2.349E-23 5.935E+02
5.188E+00 0.5456  0.2895 2.340E-23 5.912E+02
5.218E+00 0.5454  0.2892 2.331E-23 5.891E+02
5.248E+00 0.5452  0.2887 2.321E-23 5.870E+02
5.278E+00 0.5449  0.2881 2.312E-23 5.850E+02
5.309E+00 0.5445  0.2874 2.302E-23 5.830E+02
5.339E+00 0.5439  0.2866 2.291E-23 5.809E+02
5.370E+00 0.5433  0.2859 2.279E-23 5.787E+02
5.401E+00 0.5427  0.2852 2.267E-23 5.764E+02
5.433E+00 0.5421  0.2845 2.255E-23 5.741E+02
5.464E+00 0.5414  0.2838 2.243E-23 5.720E+02
5.495E+00 0.5408  0.2833 2.232E-23 5.700E+02
5.527E+00 0.5401  0.2827 2.222E-23 5.681E+02
5.559E+00 0.5396  0.2822 2.211E-23 5.662E+02
5.591E+00 0.5391  0.2817 2.201E-23 5.642E+02
5.623E+00 0.5386  0.2814 2.191E-23 5.622E+02
5.656E+00 0.5382  0.2812 2.182E-23 5.604E+02
5.689E+00 0.5377  0.2810 2.173E-23 5.586E+02
5.721E+00 0.5372  0.2809 2.165E-23 5.571E+02
5.754E+00 0.5367  0.2807 2.158E-23 5.559E+02
5.788E+00 0.5360  0.2804 2.151E-23 5.549E+02
5.821E+00 0.5352  0.2800 2.144E-23 5.541E+02
5.855E+00 0.5343  0.2794 2.138E-23 5.536E+02
5.888E+00 0.5331  0.2787 2.131E-23 5.533E+02
5.922E+00 0.5317  0.2779 2.125E-23 5.533E+02
5.957E+00 0.5301  0.2771 2.118E-23 5.536E+02
5.991E+00 0.5281  0.2764 2.112E-23 5.543E+02
6.026E+00 0.5258  0.2756 2.108E-23 5.558E+02
6.060E+00 0.5230  0.2750 2.105E-23 5.583E+02
6.095E+00 0.5199  0.2743 2.105E-23 5.619E+02
6.131E+00 0.5165  0.2738 2.106E-23 5.661E+02
6.166E+00 0.5136  0.2732 2.105E-23 5.694E+02
6.202E+00 0.5120  0.2727 2.100E-23 5.698E+02
6.237E+00 0.5124  0.2723 2.087E-23 5.659E+02
6.273E+00 0.5142  0.2719 2.069E-23 5.590E+02
6.310E+00 0.5159  0.2713 2.050E-23 5.518E+02
6.346E+00 0.5172  0.2716 2.035E-23 5.462E+02
6.383E+00 0.5186  0.2714 2.020E-23 5.407E+02
6.419E+00 0.5195  0.2711 2.007E-23 5.362E+02
6.457E+00 0.5200  0.2706 1.995E-23 5.326E+02
6.494E+00 0.5202  0.2701 1.985E-23 5.295E+02
6.531E+00 0.5201  0.2694 1.974E-23 5.269E+02
6.569E+00 0.5198  0.2686 1.964E-23 5.245E+02
6.607E+00 0.5194  0.2678 1.954E-23 5.222E+02
6.645E+00 0.5188  0.2670 1.943E-23 5.200E+02
6.683E+00 0.5181  0.2662 1.933E-23 5.179E+02
6.722E+00 0.5175  0.2655 1.923E-23 5.159E+02
6.761E+00 0.5167  0.2649 1.913E-23 5.141E+02
6.800E+00 0.5159  0.2643 1.904E-23 5.125E+02
6.839E+00 0.5151  0.2637 1.895E-23 5.111E+02
6.879E+00 0.5143  0.2632 1.887E-23 5.097E+02
6.918E+00 0.5135  0.2627 1.879E-23 5.085E+02
6.958E+00 0.5126  0.2624 1.872E-23 5.074E+02
6.998E+00 0.5115  0.2621 1.866E-23 5.067E+02
7.039E+00 0.5103  0.2618 1.860E-23 5.065E+02
7.079E+00 0.5089  0.2615 1.856E-23 5.068E+02
7.120E+00 0.5074  0.2612 1.852E-23 5.072E+02
7.161E+00 0.5053  0.2607 1.849E-23 5.087E+02
7.203E+00 0.5026  0.2602 1.849E-23 5.114E+02
7.244E+00 0.4994  0.2595 1.851E-23 5.152E+02
7.286E+00 0.4954  0.2587 1.854E-23 5.202E+02
7.328E+00 0.4913  0.2579 1.858E-23 5.256E+02
7.371E+00 0.4861  0.2571 1.865E-23 5.330E+02
7.413E+00 0.4799  0.2563 1.877E-23 5.428E+02
7.456E+00 0.4727  0.2556 1.892E-23 5.549E+02
7.499E+00 0.4647  0.2549 1.912E-23 5.692E+02
7.542E+00 0.4559  0.2543 1.937E-23 5.859E+02
7.586E+00 0.4462  0.2538 1.966E-23 6.056E+02
7.630E+00 0.4359  0.2532 2.001E-23 6.276E+02
7.674E+00 0.4252  0.2527 2.038E-23 6.514E+02
7.718E+00 0.4145  0.2523 2.078E-23 6.767E+02
7.762E+00 0.4037  0.2519 2.122E-23 7.037E+02
7.807E+00 0.3924  0.2515 2.171E-23 7.336E+02
7.852E+00 0.3806  0.2511 2.226E-23 7.666E+02
7.898E+00 0.3684  0.2506 2.287E-23 8.031E+02
7.943E+00 0.3558  0.2501 2.355E-23 8.435E+02
7.989E+00 0.3428  0.2494 2.430E-23 8.879E+02
8.035E+00 0.3293  0.2486 2.514E-23 9.376E+02
8.082E+00 0.3157  0.2478 2.606E-23 9.917E+02
8.128E+00 0.3023  0.2469 2.705E-23 1.050E+03
8.175E+00 0.2890  0.2460 2.811E-23 1.111E+03
8.222E+00 0.2761  0.2451 2.924E-23 1.177E+03
8.270E+00 0.2637  0.2443 3.041E-23 1.245E+03
8.318E+00 0.2536  0.2435 3.142E-23 1.304E+03
8.366E+00 0.2442  0.2428 3.242E-23 1.362E+03
8.414E+00 0.2359  0.2421 3.334E-23 1.417E+03
8.463E+00 0.2284  0.2414 3.423E-23 1.469E+03
8.511E+00 0.2215  0.2408 3.508E-23 1.518E+03
8.561E+00 0.2150  0.2402 3.593E-23 1.568E+03
8.610E+00 0.2087  0.2397 3.678E-23 1.618E+03
8.660E+00 0.2025  0.2391 3.769E-23 1.671E+03
8.710E+00 0.1962  0.2385 3.866E-23 1.728E+03
8.760E+00 0.1898  0.2379 3.974E-23 1.790E+03
8.810E+00 0.1832  0.2371 4.093E-23 1.859E+03
8.861E+00 0.1766  0.2363 4.221E-23 1.933E+03
8.913E+00 0.1699  0.2354 4.359E-23 2.012E+03
8.964E+00 0.1635  0.2345 4.502E-23 2.094E+03
9.016E+00 0.1574  0.2335 4.648E-23 2.178E+03
9.068E+00 0.1517  0.2325 4.792E-23 2.260E+03
9.120E+00 0.1465  0.2316 4.929E-23 2.339E+03
9.173E+00 0.1420  0.2307 5.053E-23 2.411E+03
9.226E+00 0.1382  0.2299 5.160E-23 2.473E+03
9.279E+00 0.1350  0.2290 5.247E-23 2.524E+03
9.333E+00 0.1325  0.2282 5.311E-23 2.562E+03
9.386E+00 0.1307  0.2275 5.351E-23 2.587E+03
9.441E+00 0.1295  0.2268 5.367E-23 2.598E+03
9.495E+00 0.1288  0.2261 5.360E-23 2.597E+03
9.550E+00 0.1286  0.2254 5.335E-23 2.585E+03
9.605E+00 0.1288  0.2248 5.293E-23 2.564E+03
9.661E+00 0.1293  0.2241 5.237E-23 2.535E+03
9.716E+00 0.1300  0.2234 5.172E-23 2.502E+03
9.772E+00 0.1308  0.2226 5.106E-23 2.468E+03
9.829E+00 0.1316  0.2218 5.041E-23 2.434E+03
9.886E+00 0.1323  0.2209 4.977E-23 2.401E+03
9.943E+00 0.1330  0.2201 4.915E-23 2.370E+03
1.000E+01 0.1337  0.2192 4.856E-23 2.339E+03
1.006E+01 0.1342  0.2183 4.802E-23 2.312E+03
1.012E+01 0.1348  0.2175 4.747E-23 2.284E+03
1.017E+01 0.1354  0.2167 4.693E-23 2.257E+03
1.023E+01 0.1360  0.2158 4.636E-23 2.227E+03
1.029E+01 0.1370  0.2150 4.572E-23 2.194E+03
1.035E+01 0.1382  0.2142 4.500E-23 2.156E+03
1.041E+01 0.1398  0.2135 4.415E-23 2.112E+03
1.047E+01 0.1418  0.2127 4.323E-23 2.063E+03
1.053E+01 0.1442  0.2120 4.223E-23 2.010E+03
1.059E+01 0.1467  0.2112 4.120E-23 1.955E+03
1.065E+01 0.1493  0.2104 4.019E-23 1.901E+03
1.072E+01 0.1519  0.2096 3.921E-23 1.849E+03
1.078E+01 0.1543  0.2088 3.831E-23 1.801E+03
1.084E+01 0.1566  0.2079 3.745E-23 1.757E+03
1.090E+01 0.1587  0.2070 3.666E-23 1.715E+03
1.096E+01 0.1607  0.2060 3.591E-23 1.676E+03
1.103E+01 0.1626  0.2051 3.520E-23 1.639E+03
1.109E+01 0.1645  0.2041 3.450E-23 1.603E+03
1.116E+01 0.1664  0.2031 3.381E-23 1.567E+03
1.122E+01 0.1681  0.2022 3.314E-23 1.533E+03
1.128E+01 0.1700  0.2011 3.247E-23 1.499E+03
1.135E+01 0.1719  0.2001 3.179E-23 1.464E+03
1.142E+01 0.1733  0.1987 3.109E-23 1.429E+03
1.148E+01 0.1702  0.1931 3.036E-23 1.401E+03
1.155E+01 0.1823  0.1943 3.025E-23 1.375E+03
1.161E+01 0.1847  0.1967 2.939E-23 1.332E+03
1.168E+01 0.1864  0.1959 2.879E-23 1.302E+03
1.175E+01 0.1885  0.1950 2.818E-23 1.272E+03
1.182E+01 0.1907  0.1941 2.759E-23 1.241E+03
1.189E+01 0.1931  0.1931 2.700E-23 1.211E+03
1.195E+01 0.1958  0.1921 2.640E-23 1.180E+03
1.202E+01 0.1985  0.1910 2.580E-23 1.150E+03
1.209E+01 0.2014  0.1899 2.523E-23 1.120E+03
1.216E+01 0.2043  0.1889 2.467E-23 1.092E+03
1.223E+01 0.2069  0.1878 2.417E-23 1.066E+03
1.230E+01 0.2093  0.1867 2.370E-23 1.042E+03
1.237E+01 0.2117  0.1855 2.324E-23 1.019E+03
1.245E+01 0.2142  0.1844 2.277E-23 9.950E+02
1.252E+01 0.2169  0.1832 2.231E-23 9.714E+02
1.259E+01 0.2196  0.1820 2.186E-23 9.484E+02
1.266E+01 0.2223  0.1809 2.141E-23 9.257E+02
1.274E+01 0.2252  0.1797 2.096E-23 9.031E+02
1.281E+01 0.2281  0.1785 2.053E-23 8.811E+02
1.288E+01 0.2310  0.1773 2.010E-23 8.597E+02
